category,business-name,address,short-description,long-description,phone,website
"Services","Highpoint Mechanical","Unit 8/61 Wattle Road, Maidstone 3012","Your trusted auto mechanical shop.","Highpoint Mechanical is a full-service automotive repair shop offering everything from routine servicing and brake repairs to engine diagnostics. Full car service from only $169.","0421 432 458","https://www.highpointmechanical.com.au"
